"Site","IdGenotype","TreeId","Plot","BlockNumber","LineNumber","TreeNumber","PhytomerNumber","ObservationDate","MAP","WholeLeafFreshWeight","RachisLength","RachisFreshWeight","RachisWC","RachisDryWeight","PetioleLength","PetioleFreshWeight","PetioleWC","PetioleDryWeight","NumberOfLeaflets","LeafletsFreshWeight","LeafletsWC","LeafletsDryWeight","AverageLeafletSampleLengthBase","AverageLeafletSampleLengthMidd","AverageLeafletSampleLengthTop","AverageLeafletSampleWidthBase","AverageLeafletSampleWidthMidd","AverageLeafletSampleWidthTop","LW_ratio_base","LW_ratio_midd","LW_ratio_top","AverageleafletAreaBase","AverageleafletAreaMidd","AverageleafletAreaTop","AverageSLABase","AverageSLAMidd","AverageSLATop","LeafArea","LAI"
"SMSE","GE19","SMSE_B22_2_GE19_71_3","B22",2,71,3,138,2020-02-08,109,2.5,533,3.5,0.730053191489362,0.944813829787234,77.5,2.02,0.740184757505774,0.524826789838337,334,2.5,0.487364620938628,1.28158844765343,74.3,90.4,82.3,3.2,4.6,5.9,23.21875,19.6521739130435,13.9491525423729,166.432,291.088,339.899,35.1616901408451,61.4974647887324,71.8096478873239,8.87793153333333,3.86367580330667
"SMSE","GE19","SMSE_B22_2_GE19_71_3","B22",2,71,3,166,2021-01-16,120,2.68,552,3.9,0.706392199349946,1.14507042253521,71.3,2.14,0.748314606741573,0.538606741573034,314,2.68,0.584392014519056,1.11382940108893,78.4,88.7,77,3.4,4.9,4.5,23.0588235294118,18.1020408163265,17.1111111111111,186.592,304.241,242.55,48.8887336244541,79.7137991266376,63.5502183406114,7.6760754,3.34062801408
"SMSE","GE19","SMSE_B22_2_GE19_71_3","B22",2,71,3,193,2022-01-19,132,3.08,563,4.2,0.744131455399061,1.07464788732394,75,2.28,0.764006791171477,0.538064516129032,349,3.08,0.604444444444444,1.21831111111111,76.4,101.4,90.7,3.5,5.7,6.5,21.8285714285714,17.7894736842105,13.9538461538462,187.18,404.586,412.685,42.0629213483146,90.918202247191,92.738202247191,11.6851133,5.08536130816
"SMSE","GE19","SMSE_B22_2_GE19_71_3","B22",2,71,3,224,2023-01-30,144,2.9,579,4.9,0.720512820512821,1.36948717948718,89.4,3.16,0.745229007633588,0.805076335877863,340,2.9,0.599686028257457,1.16091051805337,88.8,112.1,97.6,3,4.3,6,29.6,26.0697674418605,16.2666666666667,186.48,337.421,409.92,43.8776470588235,79.3931764705882,96.4517647058823,10.5833046666667,4.60585419093333
"SMSE","GE19","SMSE_B22_2_GE19_71_3","B22",2,71,3,249,2024-01-08,156,3.04,574,4.6,0.715604026845638,1.30822147651007,80,2.56,0.743330266789329,0.657074517019319,360,3.04,0.558669001751314,1.34164623467601,77.7,109.9,79.8,3,5.7,4.3,25.9,19.280701754386,18.5581395348837,163.17,438.501,240.198,38.85,104.405,57.19,10.102428,4.3965766656
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,-2,2014-10-14,45,0.96,365,1,0.685446009389671,0.314553990610329,39.1,0.4,0.731707317073171,0.107317073170732,204,0.96,0.609756097560976,0.374634146341463,60.35,62.7,70.55,2.15,3.85,4.35,28.0697674418605,16.2857142857143,16.2183908045977,90.82675,168.9765,214.82475,42.5750390625,79.207734375,100.6991015625,3.2274704,1.40459511808
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,8,2015-01-28,48,1.1,406,1.46,0.710247349823322,0.42303886925795,38,0.48,0.726775956284153,0.131147540983607,230,1.1,0.553846153846154,0.490769230769231,61.5,67.25,64.6,2.7,3.45,4,22.7777777777778,19.4927536231884,16.15,116.235,162.40875,180.88,48.0972413793103,67.2036206896552,74.8468965517241,3.52301541666667,1.53321630933333
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,30,2016-02-02,61,1.62,450,1.88,0.675373134328358,0.610298507462687,54,0.92,0.700471698113208,0.275566037735849,306,1.62,0.536023054755043,0.75164265129683,61,73.5,57.5,2.5,5.25,3.85,24.4,14,14.9350649350649,106.75,270.1125,154.9625,39.7826086956522,100.663043478261,57.75,5.424615,2.360792448
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,60,2017-01-24,72,1.76,486,2.8,0.692737430167598,0.860335195530726,78,1.7,0.739039665970772,0.443632567849687,302,1.76,0.401891252955083,1.05267139479905,74.8,81.8,71,3.1,5.1,4.2,24.1290322580645,16.0392156862745,16.9047619047619,162.316,292.026,208.74,38.4939130434783,69.2551778656126,49.503557312253,6.67502546666667,2.90497108309333
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,84,2018-01-16,84,2.22,519,3.3,0.703324808184143,0.979028132992327,74,1.82,0.752688172043011,0.45010752688172,322,2.22,0.591911764705882,0.905955882352941,62.05,86.2,83.85,3.5,5.7,6.2,17.7285714285714,15.1228070175439,13.5241935483871,152.0225,343.938,363.909,41.0871621621622,92.9562162162162,98.3537837837838,9.22926596666667,4.01657654869333
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,107,2019-01-24,96,2.48,559,3.9,0.70354609929078,1.15617021276596,73,1.98,0.757906215921483,0.479345692475463,315,2.48,0.564655172413793,1.07965517241379,78.5,85.5,64.5,4,6,4.3,19.625,14.25,15,219.8,359.1,194.145,65.2871287128713,106.663366336634,57.6668316831683,8.1169725,3.532506432
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,128,2020-02-08,109,2.56,585,4.3,0.713936430317848,1.23007334963325,89,2.66,0.762921348314607,0.630629213483146,346,2.56,0.575925925925926,1.08562962962963,73.4,88.3,74.4,3.6,6.9,5.1,20.3888888888889,12.7971014492754,14.5882352941176,184.968,426.489,265.608,48.463231441048,111.74384279476,69.591615720524,10.115483,4.4022582016
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,149,2021-01-18,120,2.98,582,4.9,0.712007504690432,1.41116322701689,77,2.52,0.746376811594203,0.639130434782609,342,2.98,0.573896353166987,1.26978886756238,64.8,89,73.5,2.4,6.4,5.2,27,13.90625,14.1346153846154,108.864,398.72,267.54,29.4227027027027,107.762162162162,72.3081081081081,8.8364136,3.84560719872
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,171,2022-01-19,132,3.3,560,4.9,0.730310262529833,1.32147971360382,91.3,2.92,0.770514603616134,0.67009735744089,326,3.3,0.605105105105105,1.30315315315315,79.7,94.7,84.6,4.9,6.3,6.6,16.265306122449,15.031746031746,12.8181818181818,273.371,417.627,390.852,62.3660076045627,95.2761216730038,89.1677566539924,11.7561033333333,5.11625617066667
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,197,2023-01-30,144,2.94,614,5.2,0.718367346938775,1.46448979591837,92.8,3.12,0.765591397849462,0.731354838709677,381,2.94,0.592592592592593,1.19777777777778,77.5,107,91.2,3.7,7.6,7,20.9459459459459,14.0789473684211,13.0285714285714,200.725,569.24,446.88,47.602766798419,134.997628458498,105.979446640316,15.4539315,6.7255509888
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_71_8","B22",2,71,8,216,2024-01-06,156,3.2,613,5.6,0.726457399103139,1.53183856502242,85,2.8,0.758278145695364,0.67682119205298,364,3.2,0.599348534201954,1.28208469055375,75.2,94.7,80.9,3.8,5.3,6,19.7894736842105,17.8679245283019,13.4833333333333,200.032,351.337,339.78,48.7882926829268,85.6919512195122,82.8731707317073,10.8126078666667,4.70564694357333
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,-1,2014-10-14,45,0.84,236,0.98,0.672566371681416,0.320884955752212,29.2,0.6,0.724252491694352,0.165448504983389,209,0.84,0.595317725752508,0.339933110367893,60.45,70.25,50.75,2.55,4.05,3.95,23.7058823529412,17.3456790123457,12.8481012658228,107.90325,199.15875,140.32375,53.5057438016529,98.7564049586777,69.5820247933884,3.11678739166667,1.35642587285333
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,9,2015-01-28,48,0.66,395,1.28,0.703862660944206,0.379055793991416,49,0.58,0.747774480712166,0.146290801186944,234,0.66,0.575757575757576,0.28,56,69.8,60.35,2.35,4.2,3.4,23.8297872340426,16.6190476190476,17.75,92.12,205.212,143.633,43.8666666666667,97.72,68.3966666666667,3.439527,1.4968821504
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,30,2016-02-02,61,1.28,438,1.7,0.6,0.68,66,1,0.695175438596491,0.304824561403509,296,1.28,0.504792332268371,0.633865814696486,56.5,73,58,2.1,4.75,3.65,26.9047619047619,15.3684210526316,15.8904109589041,83.055,242.725,148.19,32.1503225806452,93.958064516129,57.3638709677419,4.676504,2.0352145408
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,61,2017-01-24,72,1.56,451,2.3,0.767195767195767,0.535449735449735,83,1.54,0.737864077669903,0.40368932038835,292,1.56,0.366336633663366,0.988514851485148,50.8,73.9,68.9,2,4,4.2,25.4,18.475,16.4047619047619,71.12,206.92,202.566,22.225,64.6625,63.301875,4.6778984,2.03582138368
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,87,2018-01-16,84,1.98,476,2.6,0.697749196141479,0.785852090032154,84,1.78,0.739878234398782,0.463016742770168,212,1.98,0.594235033259424,0.803414634146341,65.8,80,78,3,4.9,4.4,21.9333333333333,16.3265306122449,17.7272727272727,138.18,274.4,240.24,45.3049180327869,89.9672131147541,78.7672131147541,4.61326133333333,2.00769133226667
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,112,2019-01-24,96,2.12,520,3.3,0.691771269177127,1.01715481171548,88,2.12,0.749315068493151,0.53145205479452,301,2.12,0.557034220532319,0.939087452471483,73,87,69.6,3.5,6.3,4.1,20.8571428571429,13.8095238095238,16.9756097560976,178.85,383.67,199.752,46.0557939914163,98.7991416309013,51.4382832618026,7.64812906666667,3.32846576981333
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,136,2020-02-08,109,2.2,520,3.4,0.699844479004666,1.02052877138414,98,2.56,0.759509202453988,0.615656441717792,330,2.2,0.589792060491493,0.902457466918715,60.4,91,78.5,2.8,7,4.9,21.5714285714286,13,16.0204081632653,118.384,445.9,269.255,32.7329032258064,123.290322580645,74.4483870967742,9.168929,3.9903179008
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,159,2021-01-18,120,2.56,546,4.2,0.680175246440307,1.34326396495071,94,2.72,0.736493936052922,0.716736493936053,307,2.56,0.598305084745763,1.02833898305085,58.7,91.9,89.1,2.7,6.6,5.2,21.7407407407407,13.9242424242424,17.1346153846154,110.943,424.578,324.324,28.086835443038,107.488101265823,82.1073417721519,8.7990805,3.8293598336
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,182,2022-01-19,132,2.84,560,4,0.710280373831776,1.1588785046729,103,2.28,0.776435045317221,0.509728096676737,333,2.84,0.620833333333333,1.07683333333333,82.3,92.4,84.8,4.9,6.5,6.4,16.7959183673469,14.2153846153846,13.25,282.289,420.42,379.904,62.0415384615385,92.4,83.4953846153846,12.0170043,5.22980027136
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,210,2023-01-30,144,2.56,588,4.3,0.71868978805395,1.20963391136802,99.2,2.72,0.764776839565742,0.639806996381182,336,2.56,0.548611111111111,1.15555555555556,62.8,93.4,93.3,3.3,6.2,6.5,19.030303030303,15.0645161290323,14.3538461538462,145.068,405.356,424.515,33.4772307692308,93.5436923076923,97.965,10.9193168,4.75208667136
"SMSE","GE05","SMSE_B22_2_GE05_72_11","B22",2,72,11,231,2024-01-06,156,2.74,590,4.7,0.71251719394773,1.35116918844567,94.5,2.8,0.767688679245283,0.650471698113208,332,2.74,0.600688468158348,1.09411359724613,67.3,89.2,90.2,3.2,5.2,5.3,21.03125,17.1538461538462,17.0188679245283,150.752,324.688,334.642,38.9875862068966,83.9710344827586,86.5453448275862,8.96490746666667,3.90152772949333
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,-1,2014-10-14,45,1.16,329,1.38,0.70242214532872,0.410657439446367,42,0.74,0.723350253807107,0.204720812182741,230,1.16,0.607954545454545,0.454772727272727,56.9,73.05,63.25,2.95,3.95,4.05,19.2881355932203,18.4936708860759,15.6172839506173,117.4985,201.98325,179.31375,51.0863043478261,87.8188043478261,77.9625,3.82409883333333,1.66424781226667
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,7,2015-01-28,48,0.98,396,1.4,0.702040816326531,0.417142857142857,62,0.72,0.763157894736842,0.170526315789474,260,0.98,0.565495207667732,0.425814696485623,65.5,79.05,69.25,2.65,4.4,3,24.7169811320755,17.9659090909091,23.0833333333333,121.5025,243.474,145.425,53.604044117647,107.415,64.1580882352941,4.42347966666667,1.92509835093333
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,30,2016-02-01,61,1.52,452,2.32,0.66189111747851,0.784412607449857,56.5,1.12,0.688492063492064,0.348888888888889,274,1.52,0.512903225806452,0.740387096774193,67,77,59,2.55,3.75,2.75,26.2745098039216,20.5333333333333,21.4545454545455,119.595,202.125,113.575,47.5211920529801,80.3145695364238,45.1291390728477,3.97569433333333,1.73022217386667
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,62,2017-01-23,72,1.82,478,2.9,0.694148936170213,0.886968085106383,74,1.6,0.722955145118733,0.443271767810026,346,1.82,0.576923076923077,0.77,82,84.8,71.3,3.4,4.9,4.6,24.1176470588235,17.3061224489796,15.5,195.16,290.864,229.586,56.0267942583732,83.5016267942584,65.9098564593301,8.25336866666667,3.59186604373333
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,97,2018-01-16,84,1.98,480,2.6,0.624031007751938,0.977519379844961,89,1.92,0.75010060362173,0.479806841046278,294,1.98,0.584782608695652,0.822130434782609,76.2,90.8,69.5,2.8,4.3,4.5,27.2142857142857,21.1162790697674,15.4444444444444,149.352,273.308,218.925,46.9168586387434,85.8559162303665,68.7722513089005,6.287533,2.7363343616
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,113,2019-01-24,96,2.46,527,3.6,0.700777202072539,1.07720207253886,64,1.56,0.724242424242424,0.430181818181818,316,2.46,0.504385964912281,1.21921052631579,71.5,85,55.5,3,5.8,3.8,23.8333333333333,14.6551724137931,14.6052631578947,150.15,345.1,147.63,39.8628318584071,91.6194690265487,39.1938053097345,6.77166933333333,2.94703049386667
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,148,2020-02-08,109,2.18,507,3.3,0.736842105263158,0.868421052631579,97,2.42,0.761282660332541,0.57769596199525,326,2.18,0.560070671378092,0.95904593639576,87.6,87.9,91.5,3.4,6,4.3,25.7647058823529,14.65,21.2790697674419,208.488,369.18,275.415,50.2380722891566,88.9590361445783,66.3650602409639,9.2701686,4.03437737472
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,160,2021-01-16,120,2.96,543,4.3,0.708686440677966,1.25264830508475,80.6,2.58,0.744725738396624,0.658607594936709,321,2.96,0.592105263157895,1.20736842105263,76.3,96.8,65,3,5.1,6.3,25.4333333333333,18.9803921568627,10.3174603174603,160.23,345.576,286.65,38.7653225806451,83.6070967741935,69.3508064516129,8.4792792,3.69018230784
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,214,2023-01-30,144,3.36,584,5.6,0.704868154158215,1.652738336714,93.4,3.5,0.735211267605634,0.926760563380282,336,3.36,0.608450704225352,1.31560563380282,72.5,92.8,89.5,3.3,5.7,7.3,21.969696969697,16.280701754386,12.2602739726027,167.475,370.272,457.345,36.1456834532374,79.9148201438849,98.7075539568345,11.1450304,4.85031723008
"SMSE","GE19","SMSE_B22_2_GE19_72_4","B22",2,72,4,235,2024-01-08,156,3.24,580,4.8,0.726198749131341,1.31424600416956,75.2,2.3,0.661885245901639,0.777663934426229,359,3.24,0.573192239858907,1.38285714285714,76.9,93.9,70.9,3.5,5.8,5.4,21.9714285714286,16.1896551724138,13.1296296296296,188.405,381.234,268.002,46.7119834710744,94.520826446281,66.4467768595041,10.0237706333333,4.36234497962667
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,2,2014-10-14,45,0.94,320,0.98,0.692307692307692,0.301538461538462,42.1,0.42,0.715481171548117,0.119497907949791,220,0.94,0.609230769230769,0.367323076923077,60.55,79.6,64.5,2.95,4.05,3.95,20.5254237288136,19.6543209876543,16.3291139240506,125.03575,225.666,178.3425,59.0720078740157,106.613858267717,84.2562992125984,3.87965783333333,1.68842708906667
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,12,2015-01-28,48,1.18,416,1.76,0.709030100334448,0.512107023411371,52.8,0.82,0.738498789346247,0.214430992736078,264,1.18,0.543973941368078,0.538110749185668,53,81.45,61.4,2.05,3.8,3.25,25.8536585365854,21.4342105263158,18.8923076923077,76.055,216.657,139.685,32.595,92.853,59.865,3.8050936,1.65597673472
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,34,2016-02-01,61,1.24,412,1.56,0.674496644295302,0.507785234899329,58.5,0.8,0.719178082191781,0.224657534246575,268,1.24,0.512345679012346,0.604691358024691,69,79,69.5,2.45,3.75,3.25,28.1632653061224,21.0666666666667,21.3846153846154,118.335,207.375,158.1125,44.9373417721519,78.75,60.0427215189873,4.32214766666667,1.88099866453333
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,69,2017-01-23,72,1.52,483,2.4,0.684027777777778,0.758333333333333,77.9,1.38,0.723723723723724,0.381261261261261,352,1.52,0.572916666666667,0.649166666666667,74.1,85.8,68.7,2.6,4.7,3.6,28.5,18.2553191489362,19.0833333333333,134.862,282.282,173.124,49.339756097561,103.273902439024,63.3380487804878,6.9258112,3.01411303424
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,88,2018-01-16,84,2.18,501,3.2,0.723463687150838,0.884916201117319,89,1.64,0.756876061120543,0.398723259762309,306,2.18,0.601642710472279,0.868418891170431,56.7,85.8,77.6,2.3,4.7,5,24.6521739130435,18.2553191489362,15.52,91.287,282.282,271.6,28.2330927835052,87.3037113402062,84,6.5807238,2.86393099776
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,124,2019-01-24,96,2.3,546,3.3,0.69849931787176,0.994952251023192,90,2.08,0.724960254372019,0.5720826709062,319,2.3,0.496402877697842,1.15827338129496,76.5,100.2,63.5,2.5,5.3,3.2,30.6,18.9056603773585,19.84375,133.875,371.742,142.24,38.25,106.212,40.64,6.88887943333333,2.99804032938667
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,137,2020-02-08,109,2.74,541,4.1,0.711815561959654,1.18155619596542,92.5,2.9,0.744703389830509,0.740360169491525,347,2.74,0.507364975450082,1.34981996726678,79.7,92.1,76.7,3.4,5.3,5.5,23.4411764705882,17.377358490566,13.9454545454545,189.686,341.691,295.295,37.8111627906977,68.1111627906977,58.8627906976744,9.56183946666667,4.16131253589333
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,171,2021-01-16,120,2.82,563,4,0.6625,1.35,89.3,2.32,0.744525547445255,0.592700729927007,332,2.82,0.57700205338809,1.19285420944559,78.8,102.5,81.6,2.7,5.3,4.7,29.1851851851852,19.3396226415094,17.3617021276596,148.932,380.275,268.464,43.3782524271845,110.759708737864,78.1933980582524,8.82755906666667,3.84175370581333
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,198,2022-01-19,132,2.88,571,4,0.742732558139535,1.02906976744186,94,2.56,0.757433489827856,0.620970266040689,350,2.88,0.599337748344371,1.15390728476821,90.3,104.4,84.2,4,6.8,5,22.575,15.3529411764706,16.84,252.84,496.944,294.7,62.6876033057851,123.209256198347,73.0661157024793,12.1856466666667,5.30319342933333
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,227,2023-01-30,144,3.04,590,4.8,0.731523378582202,1.28868778280543,106,3.3,0.751438434982739,0.820253164556962,341,3.04,0.602605863192182,1.20807817589577,80.3,128.2,92.7,3.7,5.5,6.2,21.7027027027027,23.3090909090909,14.9516129032258,207.977,493.57,402.318,51.1418852459016,121.369672131148,98.9306557377049,12.5472655,5.4605699456
"SMSE","GE19","SMSE_B22_2_GE19_72_5","B22",2,72,5,251,2024-01-08,156,3.18,616,4.9,0.708433734939759,1.42867469879518,97,3.08,0.741583257506824,0.795923566878981,353,3.18,0.551470588235294,1.42632352941176,78.2,93.9,76.9,2.9,5.4,5.5,26.9655172413793,17.3888888888889,13.9818181818182,158.746,354.942,296.065,39.0359016393443,87.2808196721312,72.802868852459,9.52809363333333,4.14662634922667
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,-1,2014-10-14,45,1.2,372,1.22,0.708542713567839,0.355577889447236,34,0.42,0.746701846965699,0.106385224274406,242,1.2,0.572668112798265,0.512798264642082,80,81.15,59.9,3.65,4.9,3.7,21.9178082191781,16.5612244897959,16.1891891891892,204.4,278.3445,155.141,62.253807106599,84.7749746192894,47.2510659898477,5.1456097,2.23936934144
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,6,2015-01-28,48,1.22,420,1.76,0.694864048338369,0.537039274924471,61,0.6,0.740740740740741,0.155555555555556,264,1.22,0.558904109589041,0.53813698630137,68.25,87.85,59.25,2.75,2.9,3.7,24.8181818181818,30.2931034482759,16.0135135135135,131.38125,178.3355,153.4575,48.9619565217391,66.4604347826087,57.1891304347826,4.0759334,1.77384621568
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,28,2016-02-02,61,1.72,456,2.18,0.63768115942029,0.789855072463768,56,1.16,0.702954898911353,0.34457231726283,312,1.72,0.517906336088154,0.829201101928375,62.5,84.5,48.5,2.5,4.5,3.05,25,18.7777777777778,15.9016393442623,109.375,266.175,103.5475,37.5,91.26,35.502,4.982614,2.1684336128
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,59,2017-01-24,72,2.24,484,3.3,0.686868686868687,1.03333333333333,79,2.32,0.759562841530055,0.557814207650273,320,2.24,0.480327868852459,1.16406557377049,65.5,84.3,66.5,3,5.4,6,21.8333333333333,15.6111111111111,11.0833333333333,137.55,318.654,279.3,26.0347003154574,60.3130599369085,52.8643533123028,7.845376,3.4143076352
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,89,2018-01-17,84,2.52,548,3.9,0.706896551724138,1.14310344827586,61.2,1.52,0.738779527559055,0.397055118110236,306,2.52,0.549295774647887,1.13577464788732,76.7,101.7,74.8,3.4,5.7,5.4,22.5588235294118,17.8421052631579,13.8518518518519,182.546,405.783,282.744,42.78421875,95.105390625,66.268125,8.8849446,3.86672788992
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,108,2019-01-26,96,2.8,567,4.4,0.716525934861279,1.24728588661037,74,2.38,0.755905511811024,0.580944881889764,324,2.8,0.586206896551724,1.15862068965517,68,95.5,68.5,3,6.4,4.4,22.6666666666667,14.921875,15.5681818181818,142.8,427.84,210.98,35.7,106.96,52.745,8.441496,3.6737390592
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,132,2020-02-08,109,3.46,563,5.1,0.725330620549339,1.40081383519837,93,3.68,0.765313653136531,0.863645756457564,336,3.46,0.506798516687268,1.70647713226205,74.9,94.4,83.4,3.7,6.5,6.5,20.2432432432432,14.5230769230769,12.8307692307692,193.991,429.52,379.47,29.1715789473684,64.5894736842105,57.0631578947368,11.2333872,4.88877010944
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,153,2021-01-18,120,3.6,625,5.9,0.718137254901961,1.66299019607843,93,3.7,0.709090909090909,1.07636363636364,329,3.6,0.572271386430678,1.53982300884956,71.1,99.1,79.4,3,7.4,5.7,23.7,13.3918918918919,13.9298245614035,149.31,513.338,316.806,30.891724137931,106.207862068966,65.5460689655172,10.7413455333333,4.67463357610667
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,173,2022-01-19,132,3.8,612,6.1,0.745762711864407,1.55084745762712,92,3.34,0.772532188841202,0.759742489270386,336,3.8,0.574193548387097,1.61806451612903,78.7,104.4,75.8,4,7.6,6.4,19.675,13.7368421052632,11.84375,220.36,555.408,339.584,40.0654545454545,100.983272727273,61.7425454545455,12.4919424,5.43649333248
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,199,2023-02-03,145,4.02,618,4.2,0.75303197353914,1.03726571113561,92.1,3.92,0.774193548387097,0.885161290322581,353,4.02,0.600244498777506,1.60701711491443,77.7,102,99.6,3.1,5.5,6.5,25.0645161290323,18.5454545454545,15.3230769230769,168.609,392.7,453.18,30.9374311926605,72.0550458715596,83.1522935779816,11.9371539,5.19504937728
"SMSE","GE16","SMSE_B22_2_GE16_75_3","B22",2,75,3,219,2024-01-08,156,3.82,610,6.1,0.66908037653874,2.01860970311369,91.8,3.64,0.705246913580247,1.0729012345679,352,3.82,0.561824729891957,1.67382953181273,84.4,106.9,82.9,3.8,6,6.2,22.2105263157895,17.8166666666667,13.3709677419355,224.504,448.98,359.786,36.9047671232877,73.8049315068493,59.142904109589,12.1237013333333,5.27623482026667
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_76_10","B22",2,76,10,0,2014-10-14,45,1.4,375,1.12,0.696428571428571,0.34,46,0.56,0.732696897374702,0.149689737470167,260,1.4,0.594660194174757,0.56747572815534,67.7,82.35,71.9,2.8,4.3,4,24.1785714285714,19.1511627906977,17.975,132.692,247.8735,201.32,47.6737724550898,89.0563473053892,72.3305389221557,5.04300766666667,2.19471693653333
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_76_10","B22",2,76,10,8,2015-01-29,48,0.92,404,1.34,0.65843621399177,0.457695473251029,41,0.52,0.7,0.156,265,0.92,0.554487179487179,0.409871794871795,53.35,83.05,72.65,2.15,3.95,3.6,24.8139534883721,21.0253164556962,20.1805555555556,80.29175,229.63325,183.078,34.658309352518,99.1222661870504,79.0264748201439,4.35485983333333,1.89523499946667
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_76_10","B22",2,76,10,29,2016-02-02,61,1.32,456,1.64,0.607843137254902,0.643137254901961,57,0.86,0.654911838790932,0.296775818639798,297,1.32,0.486903480444923,0.677287405812702,53,84,54.5,2.15,3.8,3.25,24.6511627906977,22.1052631578947,16.7692307692308,79.765,223.44,123.9875,33.4678321678322,93.7510489510489,52.0227272727273,4.22920575,1.8405503424
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_76_10","B22",2,76,10,60,2017-01-24,72,1.86,478,2.5,0.698550724637681,0.753623188405797,81,1.76,0.717289719626168,0.497570093457944,312,1.86,0.566191446028513,0.806883910386965,65.8,81.1,63.4,3,4.9,5,21.9333333333333,16.5510204081633,12.68,138.18,278.173,221.9,38.9239436619718,78.3585915492958,62.5070422535211,6.6378312,2.88878413824
"SMSE","GE_Unknown","SMSE_B22_2_GE_Unknown_76_10","B22",2,76,10,84,2018-01-16,84,2.1,512,2.6,0.687861271676301,0.811560693641618,73,1.52,0.714595660749507,0.433814595660749,314,2.1,0.579734219269103,0.882558139534884,75.4,94.1,97.3,3.3,4.8,6.3,22.8484848484849,19.6041666666667,15.4444444444444,174.174,316.176,429.093,41.3060869565217,74.9824505928854,101.761185770751,9.6235034,4.18814867968
